family,suffix,feature,n,n_tickers,ic21,ic63,ic126,median_per_ticker_ic21,same_sign_share,abs21,abs63,abs126,multi_horizon_avg,quality
f20_clean_energy_inflection,3rd_derivatives_001_150,f20cei_f20_clean_energy_inflection_p1_mean63_xstd63_5d_d21_jerk_v051_signal,109304,19,0.0134058140138715,-0.0191247832364995,-0.001682750540402,0.0144372420951659,0.631578947368421,0.0134058140138715,0.0191247832364995,0.001682750540402,0.011404449263590999,0.012622197643083418
f46_quiet_utility_compounder,2nd_derivatives_001_150,f46quc_f46_quiet_utility_compounder_lv_close_5d_s00_sw126_slope_v003_signal,121831,19,0.0130981316262936,-0.0190034605958503,0.0019985766968958,0.0128734704009012,0.6842105263157895,0.0130981316262936,0.0190034605958503,0.0019985766968958,0.011366722973013233,0.012584359263873876
f42_utility_fcf_yield,base_001_075,f42ufy_f42_utility_fcf_yield_yldstdxc_base_v037_signal,122447,19,0.0124189604506143,-0.0157003329002922,-0.0104656951031295,0.0166743444383241,0.6842105263157895,0.0124189604506143,0.0157003329002922,0.0104656951031295,0.012861662818012001,0.012522115835734274
f01_regulated_rate_base_growth,2nd_derivatives_001_150,f01rrb_f01_regulated_rate_base_growth_growthxscale_252d_slope_v048_signal,121831,19,-0.0142420193966063,-0.0064003821406383,-0.023436097327973,-0.0107048457554492,0.631578947368421,0.0142420193966063,0.0064003821406383,0.023436097327973,0.014692832955072533,0.012481580942866347
f50_renewable_idiosyncratic_alpha,3rd_derivatives_001_150,f50ria_f50_renewable_idiosyncratic_alpha_is_cr_189d_s00_jw21_jerk_v094_signal,121829,19,0.0099856728465122,-0.021578497012812,-0.0080029725016935,0.0013057240175428,0.5263157894736842,0.0099856728465122,0.021578497012812,0.0080029725016935,0.013189047453672567,0.012456606710848205
f37_utility_debt_capacity,base_076_150,f37udc_f37_utility_debt_capacity_p0_pctchg_378d_base_v099_signal,121831,19,0.0116381754862798,0.017229475788776,0.0087195297149652,0.0171612891480045,0.6842105263157895,0.0116381754862798,0.017229475788776,0.0087195297149652,0.012529060330007,0.012326486714612953
f37_utility_debt_capacity,base_076_150,f37udc_f37_utility_debt_capacity_p0_pctchg_378d_base_v099_signal,121831,19,0.0116381754862798,0.017229475788776,0.0087195297149652,0.0171612891480045,0.6842105263157895,0.0116381754862798,0.017229475788776,0.0087195297149652,0.012529060330007,0.012326486714612953
f09_utility_rate_case_signature,2nd_derivatives_001_150,f09urc_f09_utility_rate_case_signature_mfloor_126d_slope_pct_w21_s1_slope_v041_signal,121770,19,-0.0065128178431216,0.0200334885573104,0.020921293585602,-0.0047833715969447,0.5263157894736842,0.0065128178431216,0.0200334885573104,0.020921293585602,0.015822533328678,0.012267537572002187
f25_transmission_capital_efficiency,3rd_derivatives_001_150,f25tce_f25_transmission_capital_efficiency_revenue_per_asset_63p42s_jerk_sign_jerk_v144_signal,121831,19,0.00331365857535,0.0278017248754615,0.0153650940137793,0.0031136282607174,0.5263157894736842,0.00331365857535,0.0278017248754615,0.0153650940137793,0.015493492488196934,0.01223234961921508
f42_utility_fcf_yield,3rd_derivatives_001_150,f42ufy_f42_utility_fcf_yield_yldmeanxlc10d_jerk_v014_signal,121827,19,-0.0070867850532594,-0.0193323882935416,-0.0190776258714834,-0.009290705572111,0.631578947368421,0.0070867850532594,0.0193323882935416,0.0190776258714834,0.015165599739428133,0.012167454026713324
f44_utility_earnings_quality,3rd_derivatives_001_150,f44ueq_f44_utility_earnings_quality_accemaxcr6321d_jerk_v117_signal,121747,19,0.0004980125209136,0.0269965098050793,0.0252600976412902,0.0015916659356498,0.5263157894736842,0.0004980125209136,0.0269965098050793,0.0252600976412902,0.0175848733224277,0.012126489374049622
